algorithm,integ_scheme,eps,L
MCHMC_bounces,leapfrog,0.8294952869415283,4.095958089828491
MCHMC_bounces,minimal_norm,1.7294836044311523,10.800046348571778
MCLMC,leapfrog,0.6947739243507385,7.154164814776593
MCLMC,minimal_norm,1.2697645366191863,11.682786209187517
