algorithm,integ_scheme,eps,L
MCHMC_bounces,leapfrog,6.3635529518127445,11.170290184020995
MCHMC_bounces,minimal_norm,14.199900436401368,7.885919761657715
MCLMC,leapfrog,6.155702686309814,8.714649239154687
MCLMC,minimal_norm,13.597001457214356,7.619791188503271
